csv_no,json_file,json_source,field,status,score,csv_value,json_value
155,155. Kusmaryono & Kusumaningsih. (2023). Evaluating the Results of PISA Assessment Are There.json,json,ml_methods,disagree,0.0,,"neural network,random forest"
155,155. Kusmaryono & Kusumaningsih. (2023). Evaluating the Results of PISA Assessment Are There.json,json,software,missing,,None,r
155,155. Kusmaryono & Kusumaningsih. (2023). Evaluating the Results of PISA Assessment Are There.json,json,countries,disagree,0.0,Indonesia (Semarang City),idn
155,155. Kusmaryono & Kusumaningsih. (2023). Evaluating the Results of PISA Assessment Are There.json,json,dependent_outcome,agree,0.776,"Mathematical literacy skill (PISA-style test score, levels 1–6)",Mathematical literacy skill (test score)
155,155. Kusmaryono & Kusumaningsih. (2023). Evaluating the Results of PISA Assessment Are There.json,json,journal_venue,agree,1.0,European Journal of Educational Research,European Journal of Educational Research
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,year,agree,1.0,2024,2024
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,title,agree,1.0,Exploring School Leadership Profiles Across the World: A Cluster Analysis Approach to TALIS 2018,Exploring school leadership profiles across the world: a cluster analysis approach to TALIS 2018
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,authors,disagree,0.333,"olsen,veleti","olsen,veletic"
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,ilsa_assessment,agree,1.0,talis,talis
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,ml_methods,partial,0.25,"clustering,multilevel","clustering,decision tree,neural network"
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,software,disagree,0.111,"IDB Analyzer 4.0 (data preparation); R (cluster analysis via cluster package, visualization via factoextra); Mplus 8.4 (","mplus,r"
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,countries,disagree,0.0,43 educational systems worldwide (originally 48 in TALIS 2018; 6 excluded due to missing data),"are,arg,aus,aut,bel,bgr,bra,cab,chl,col,csh,cyp,cze,dnk,eng"
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,dependent_outcome,disagree,0.238,"School cluster membership (5 leadership-for-learning profiles, derived from 12 standardized TALIS scales)",Primary analytic outcome (inferred from extraction)
156,156. Veleti? & Olsen. (2024). Exploring School Leadership Profiles Across the World.json,json,journal_venue,agree,1.0,International Journal of Leadership in Education,International Journal of Leadership in Education
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,year,agree,1.0,2021,2021
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,title,agree,1.0,Factors Predicting Collaborative Problem Solving: Based on the Data From PISA 2015,Factors Predicting Collaborative Problem Solving: Based on the Data From PISA 2015
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,authors,disagree,0.0,"liu,tang,wen",
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,ilsa_assessment,agree,1.0,pisa,pisa
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,ml_methods,partial,0.333,"hlm,multilevel","hlm,random forest"
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,software,partial,0.4,SPSS and IDB Analyzer; HLM 6.08,"hlm,r"
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,countries,agree,1.0,"China (Beijing, Shanghai, Jiangsu, Guangdong)",chn
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,dependent_outcome,agree,0.603,"Student CPS achievement (PISA 2015 CPS score, based on 10 plausible values)","CPS achievement (10 plausible values, averaged)"
157,157. Tang et al. (2021). Factors Predicting Collaborative Problem Solving Based.json,json,journal_venue,agree,1.0,Frontiers in Education,Frontiers in Education
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,year,agree,1.0,2026,2026
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,title,agree,1.0,Explaining gender differences in mathematics achievement: Cross-country evidence from PISA,Explaining gender differences in mathematics achievement: Cross-country evidence from PISA
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,authors,agree,1.0,lee,lee
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,ilsa_assessment,agree,1.0,pisa,pisa
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,ml_methods,disagree,0.0,"gradient boosting,logistic regression,shap",random forest
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,software,missing,,None,r
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,countries,partial,0.5,"77 countries across Europe and Central Asia, East Asia and the Pacific, Latin America and the Caribbean, Middle East and",
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,dependent_outcome,agree,0.468,"Continuous PISA mathematics score (average of 10 plausible values); binary indicator of high performance (Level 5 or 6, score above 607)",Mathematics achievement (continuous; PV-based) High mathematics performance (Level 5 or 6; binary)
158,158. Lee & Lee. (2026). Explaining gender differences in mathematics.json,json,journal_venue,agree,1.0,International Journal of Educational Development,International Journal of Educational Development
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,year,agree,1.0,2023,2023
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,title,agree,1.0,The Impact of Gender Differences in Teachers' Teaching Practices and Attitudes on Students' Math and Science Achievement in Saudi Arabia: Evidence From TIMSS 20,The impact of gender differences in teachers’ teaching practices and attitudes on students’ math and science achievement in Saudi Arabia: Evidence from TIMSS 20
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,authors,agree,1.0,"alnahdi,schwab","alnahdi,schwab"
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,ilsa_assessment,agree,1.0,timss,timss
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,ml_methods,disagree,0.0,,random forest
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,software,missing,,None,r
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,countries,disagree,0.0,Saudi Arabia,sau
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,dependent_outcome,agree,0.762,Students' math achievement score; students' science achievement score,Math achievement (TIMSS score) Science achievement (TIMSS score)
159,159. Alnahdi & Schwab. (2023). The Impact of Gender Differences in Teachers' Teaching.json,json,journal_venue,agree,1.0,Frontiers in Psychology,Frontiers in Psychology
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,year,agree,1.0,2022,2022
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,title,agree,1.0,Prediction of the Factors Affecting PISA Mathematics Literacy of Students from Different Countries by Using Data Mining Methods,Prediction of the Factors Affecting PISA Mathematics Literacy of Students from Different Countries by Using Data Mining Methods
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,authors,disagree,0.333,"aksu,saracalo lu","aksu,saracaloglu"
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,ilsa_assessment,agree,1.0,pisa,pisa
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,ml_methods,agree,0.85,"decision tree,neural network","decision tree,neural network,random forest"
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,software,disagree,0.333,WEKA (M5P decision trees); MATLAB (artificial neural networks),"matlab,r,weka"
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,countries,agree,0.8,"6 countries: Singapore, Japan, Norway, USA, Turkey, and the Dominican Republic","dom,jpn,nor,sgp,tur,usa"
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,dependent_outcome,partial,0.391,"Mathematics literacy score (PV2MATH, selected as the plausible value most correlated with the other 9 PVs)",Mathematics literacy (PV2MATH) Mathematics literacy (PV2MATH) Mathematics literacy (PV2MATH) Mathematics literacy (PV2MATH) Mathematics literacy (PV2MATH) Mathe
160,160. Aksu et al. (2022). Prediction of the Factors Affecting PISA Mathematics.json,json,journal_venue,agree,1.0,International Electronic Journal of Elementary Education,International Electronic Journal of Elementary Education
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,year,agree,1.0,2020,2020
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,title,agree,1.0,How Are Maths-Anxious Students Identified and What Are the Key Predictors of Maths Anxiety? Insights Gained From PISA Results for Korean Adolescents,How are maths-anxious students identified and what are the key predictors of maths anxiety? Insights gained from PISA results for Korean adolescents
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,authors,agree,1.0,"na,yi","na,yi"
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,ilsa_assessment,agree,1.0,pisa,pisa
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,ml_methods,agree,0.85,"clustering,logistic regression,random forest","logistic regression,neural network,random forest"
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,software,disagree,0.2,"R (randomForest, mice, lme4, glm)",r
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,countries,agree,1.0,South Korea,kor
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,dependent_outcome,partial,0.348,"Binary maths anxiety status (anxious vs. not anxious, based on a threshold of 1 SD below mean anxiety score)",Maths anxiety (binary: potential maths anxiety vs not)
161,161. Yi & Na. (2020). How Are Maths-Anxious Students Identified and What Are.json,json,journal_venue,agree,1.0,Asia Pacific Journal of Education,Asia Pacific Journal of Education
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,year,agree,1.0,2020,2020
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,title,agree,1.0,Identifying Patterns of Students' Performance on Simulated Inquiry Tasks Using PISA 2015 Log-File Data,Identifying patterns of students' performance on simulated inquiry tasks using PISA 2015 log-file data
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,authors,partial,0.5,"kj rnsli,scherer,teig","nilsen,scherer,teig"
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,ilsa_assessment,agree,1.0,pisa,pisa
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,ml_methods,disagree,0.0,,"neural network,random forest"
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,software,missing,,None,r
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,countries,disagree,0.0,Norway,nor
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,dependent_outcome,partial,0.381,"Latent profile membership (strategic, emergent, disengaged) derived from inquiry exploration behavior (number of actions), inquiry strategy use (VOTAT/ Interact",Latent profile membership on Item 1 (strategic vs emergent vs disengaged)
162,162. Teig et al. (2020). Identifying Patterns of Students' Performance on.json,json,journal_venue,agree,1.0,Journal of Research in Science Teaching,Journal of Research in Science Teaching
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,year,agree,1.0,2024,2024
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,title,agree,1.0,Has Peak PISA Passed? An Investigation of Interest in International Large-Scale Assessments Across Countries and Over Time,Has Peak PISA passed? An investigation of interest in International Large-Scale Assessments across countries and over time
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,authors,agree,1.0,jerrim,jerrim
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,ilsa_assessment,agree,1.0,"pirls,pisa,timss","pirls,pisa,timss"
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,ml_methods,missing,,,
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,software,partial,0.5,Python (Pytrends),"python,r,sas"
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,countries,partial,0.5,"Global, with detailed cross-country comparisons","are,arg,arm,aus,aut,aze,bel,bgd,bgr,bhr,bol,bra,can,che,chl"
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,dependent_outcome,partial,0.261,"Google search ""popularity score"" (0–100 normalized measure of relative search interest) for each ILSA",Primary study outcome (heuristic migration)
163,163. Jerrim. (2024). Has Peak PISA Passed? An Investigation of Interest in.json,json,journal_venue,agree,1.0,European Educational Research Journal,European Educational Research Journal
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,year,agree,1.0,2024,2024
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,title,agree,1.0,"Are Schools Becoming More Unequal? Insights From Exploratory Data Mining of International Large-Scale Assessment, TIMSS 2003–2019","Are schools becoming more unequal? Insights from exploratory data mining of international large-scale assessment, TIMSS 2003-2019"
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,authors,agree,1.0,"ali,ow yeong,tilley","ali,ow yeong,tilley"
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,ilsa_assessment,agree,1.0,timss,timss
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,ml_methods,missing,,,
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,software,disagree,0.067,"R programming language; intsvy package (v2.5, large-scale assessment data processing); mclust package (v5.4.7, Gaussian ",r
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,countries,agree,0.8,"10 countries across 3 regions: Asia (Singapore, Hong Kong SAR, Chinese Taipei, Japan), Europe (Russian Federation, Engla","gbr,hkg,hun,ita,jpn,nor,rus,sgp,twn,usa"
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,dependent_outcome,disagree,0.172,"General science achievement, decomposed into between-school and within-school variance/standard deviation; number of Gaussian components in within-school score ",Between-school vs within-school achievement inequality (SD; Between:Within ratio) Between-school vs within-school achievement inequality (SD; Between:Within rat
164,164. Ali et al. (2024). Are Schools Becoming More Unequal? Insights From.json,json,journal_venue,agree,1.0,Studies in Educational Evaluation,Studies in Educational Evaluation
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,year,agree,1.0,2023,2023
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,title,agree,1.0,Equity Lost: Sweden and Finland in the Struggle for PISA Scores,Equity lost: Sweden and Finland in the struggle for PISA scores
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,authors,partial,0.667,"dressler,muench,wieczorek","muench,wieczorek"
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,ilsa_assessment,agree,1.0,pisa,pisa
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,ml_methods,partial,0.333,"multilevel,shap","multilevel,random forest"
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,software,disagree,0.333,Stata (version 14),r
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,countries,disagree,0.0,Sweden and Finland,"fin,swe"
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,dependent_outcome,partial,0.327,PISA science score,PISA science achievement score PISA science achievement score PISA science achievement score
165,165. Muench et al. (2023). Equity Lost Sweden and Finland in the Struggle for.json,json,journal_venue,agree,1.0,European Educational Research Journal,European Educational Research Journal
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,year,agree,1.0,2024,2024
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,title,agree,1.0,"The Influence of SES, Migration Background, and Non-Cognitive Abilities on PISA Reading and Mathematics Achievement: Evidence From Sweden","The influence of SES, migration background, and non‑cognitive abilities on PISA reading and mathematics achievement: evidence from Sweden"
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,authors,agree,1.0,"boman,wiberg","boman,wiberg"
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,ilsa_assessment,agree,1.0,pisa,pisa
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,ml_methods,partial,0.5,multilevel,"multilevel,neural network"
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,software,partial,0.4,SPSS 28/29; IDB Analyzer; Mplus,"mplus,r"
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,countries,disagree,0.0,Sweden,swe
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,dependent_outcome,agree,0.671,"PISA reading achievement (PVREAD); PISA mathematics achievement (PVMATH), each based on 10 plausible values",Reading achievement (PVs) Mathematics achievement (PVs)
166,"166. Boman & Wiberg. (2024). The Influence of SES, Migration Background, and.json",json,journal_venue,json_missing,,European Journal of Psychology of Education,
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,year,agree,1.0,2025,2025
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,title,agree,1.0,Exploring the Effect of Digitization on Education: An Empirical Analysis Based on PISA 2022,Exploring the effect of digitization on education: An empirical analysis based on PISA 2022
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,authors,disagree,0.333,"pei,wenhui,xu",xu
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,ilsa_assessment,agree,1.0,pisa,pisa
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,ml_methods,disagree,0.0,"bart,sem",neural network
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,software,disagree,0.333,SmartPLS (version 4.0),r
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,countries,missing,,81 countries,
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,dependent_outcome,disagree,0.11,"Student-perceived educational effectiveness (single item: perceived quality of mathematics teaching, 1–10 scale)","Educational effectiveness (perceived math instruction quality, ST272) Educational effectiveness (ST272) via teaching behavior Educational effectiveness (ST272) "
167,167. Xu et al. (2025). Exploring the Effect of Digitization on Education An.json,json,journal_venue,agree,1.0,Education and Information Technologies,Education and Information Technologies
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,year,agree,1.0,2021,2021
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,title,agree,1.0,Discrimination of the Contextual Features of Top Performers in Scientific Literacy Using a Machine Learning Approach,Discrimination of the Contextual Features of Top Performers in Scientific Literacy Using a Machine Learning Approach
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,authors,disagree,0.25,"chen,hu,wei,zhang",hu
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,ilsa_assessment,agree,1.0,pisa,pisa
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,ml_methods,agree,0.85,"random forest,svm","neural network,random forest,svm"
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,software,missing,,None,"python,r,scikit"
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,countries,missing,,58 countries (computer-based PISA administration only),
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,dependent_outcome,agree,0.494,"Binary classification: top performer (science proficiency Level 5/6, PV1SCIE>633.33) vs. non-top performer",Top performer in science literacy (PV1SCIE levels 5–6 vs below level 5)
168,168. Chen et al. (2021). Discrimination of the Contextual Features of Top.json,json,journal_venue,agree,1.0,Research in Science Education,Research in Science Education
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,year,agree,1.0,2020,2020
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,title,agree,1.0,A Scoping Review of the Relationship Between Students' ICT and Performance in Mathematics and Science in the PISA Data,A scoping review of the relationship between students’ ICT and performance in mathematics and science in the PISA data
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,authors,agree,1.0,"cutumisu,gierl,odell","cutumisu,gierl,odell"
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,ilsa_assessment,agree,1.0,pisa,pisa
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,ml_methods,partial,0.5,"hlm,logistic regression,multilevel,sem","hlm,logistic regression,neural network,random forest,sem"
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,software,disagree,0.143,N/A (review-level; not specified for included studies),"hlm,r"
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,countries,partial,0.5,Global,"aus,can,che,chn,cze,deu,esp,fin,hkg,ita,jpn,kor,mac,sgp,tha"
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,dependent_outcome,partial,0.254,"PISA mathematics and/or science plausible values (achievement scores), as used across included primary studies",science performance
169,169. Odell et al. (2020). A Scoping Review of the Relationship Between Students'.json,json,journal_venue,partial,0.515,Social Psychology of Education,Large-scale Assessments in Education
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,year,agree,1.0,2024,2024
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,title,agree,1.0,A Decade of PISA: Student Perceived Instructional Quality and Mathematics Achievement Across European Countries,A decade of PISA: student perceived instructional quality and mathematics achievement across European countries
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,authors,agree,1.0,"hansen,liu,neve,valcke","hansen,liu,neve,valcke"
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,ilsa_assessment,agree,1.0,pisa,pisa
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,ml_methods,partial,0.333,"multilevel,sem","clustering,sem"
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,software,disagree,0.167,"Mplus 8.5 (SEM, CFA, plausible value estimation); IBM SPSS Statistics 28.0 (descriptive statistics, ANOVA)","mplus,r"
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,countries,agree,0.8,"10 European countries: Belgium (Flanders), Denmark, Finland, France, Germany, Netherlands, Norway, Portugal, Spain, Swed","bel,deu,dnk,esp,fin,fra,nld,nor,prt,swe"
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,dependent_outcome,agree,0.455,"Mathematics achievement (plausible values: PV1-5MATH in 2012, PV1-10MATH in 2022)","Mathematics achievement (PVs, PV1MATH–PV5MATH) Mathematics achievement (PVs, PV1MATH–PV10MATH) Instructional quality trends and SES indirect effects on mathemat"
170,170. Liu et al. (2024). A Decade of PISA Student Perceived Instructional.json,json,journal_venue,json_missing,,ZDM – Mathematics Education,
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,year,agree,1.0,2022,2022
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,title,agree,1.0,Cross-Cultural Comparisons of the Factors Influencing the High Reading Achievement in Turkey and China: Evidence From PISA 2018,Cross-Cultural Comparisons of the Factors Influencing the High Reading Achievement in Turkey and China: Evidence from PISA 2018
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,authors,agree,1.0,depren,depren
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,ilsa_assessment,agree,1.0,pisa,pisa
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,ml_methods,agree,0.85,random forest,"decision tree,random forest"
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,software,disagree,0.125,"R Studio (packages: arf for ARF algorithm, caret for RF with cross-validation)",r
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,countries,agree,1.0,Turkey and China (B-S-J-Z),"chn,tur"
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,dependent_outcome,agree,0.579,"Binary reading achievement (PVREAD1 plausible value dichotomized: 1=at/above country average, 0=below)",Successful reading achievement (PVREAD1 ≥ country average; binary)
171,171. Depren & Depren. (2022). Cross-Cultural Comparisons of the Factors Influencing.json,json,journal_venue,agree,0.969,Asia-Pacific Education Researcher,Asia-Pacific Education Research
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,year,agree,1.0,2023,2023
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,title,agree,1.0,Instructional Practices and Students' Reading Performance: A Comparative Study of 10 Top Performing Regions in PISA 2018,Instructional practices and students’ reading performance: a comparative study of 10 top performing regions in PISA 2018
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,authors,agree,1.0,"gan,ho","gan,ho"
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,ilsa_assessment,agree,1.0,pisa,pisa
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,ml_methods,partial,0.5,random forest,"neural network,random forest"
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,software,missing,,N/A,r
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,countries,agree,0.8,"10 top-performing PISA 2018 regions: 5 Asian (B-S-J-Z [China], Singapore, Macao, Hong Kong, Korea) and 5 Western (Estoni","can,chn,est,fin,hkg,irl,kor,mac,pol,sgp"
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,dependent_outcome,agree,0.525,Overall PISA 2018 reading performance (plausible values),Reading performance (PVREAD; mean across 10 PVs)
172,172. Ho & Gan. (2023). Instructional Practices and Students' Reading.json,json,journal_venue,agree,1.0,Language Testing in Asia,Language Testing in Asia
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,year,agree,1.0,2021,2021
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,title,disagree,0.325,Sampling Weights in Multilevel Modelling: An Investigation Using PISA Sampling Structures,The influence of ICT use and related attitudes on students’ math and science performance: multilevel analyses of the last decade’s PISA survey
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,authors,disagree,0.0,"kuchenhoff,mang,meinck,prenzel",
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,ilsa_assessment,agree,1.0,pisa,pisa
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,ml_methods,disagree,0.0,multilevel,random forest
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,software,disagree,0.3,R/RStudio (simulation); Mplus (two-level HLM); SAS (PROC GLIMMIX),"mplus,r,sas"
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,countries,agree,1.0,Germany (simulated population),deu
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,dependent_outcome,partial,0.303,Simulated student achievement (mirroring PISA science performance); actual outcome of interest was estimated model-parameter bias/precision vs. known true popul,Intercept (grand mean) in two-level MLM Within-school variance (σ²ε) in two-level MLM Between-school variance (σ²τ) in two-level MLM
173,173. Mang et al. (2021). The influence of ICT use and related attitudes on stude.json,json_extractions,journal_venue,agree,0.78,Large-scale Assessments in Education,Large-scale Assess Educ
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,year,agree,1.0,2022,2022
