doi,variable_code,variable_name,category,source_category,predictor_level,predictor_category
10.1080/02103702.2022.2149120,student_grade_level,Grade level,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/02103702.2022.2149120,escs,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/02103702.2022.2149120,student_gender,gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/02103702.2022.2149120,immigrant_status,Immigrant status,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/02103702.2022.2149120,early_childhood_education,Early childhood education,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/02103702.2022.2149120,student_age,age,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/02103702.2022.2149120,discriminating_school_climate,Discriminating school climate,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1080/02103702.2022.2149120,parents_emotional_support,Parents’ emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/02103702.2022.2149120,disciplinary_climate,Disciplinary climate,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1080/02103702.2022.2149120,being_bullied_experience,Experience of being bullied,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1080/02103702.2022.2149120,teachers_stimulation_reading,Teachers’ stimulation of reading,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/02103702.2022.2149120,school_belonging,Sense of school belonging,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,competitiveness,Competitiveness,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,teachers_feedback,Teachers’ feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/02103702.2022.2149120,teachers_interest,Teachers’ interest,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/02103702.2022.2149120,cooperation_at_school,Cooperation at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1080/02103702.2022.2149120,adaptation_of_instruction,Adaptation of instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/02103702.2022.2149120,teacher_directed_instruction,Teacher-directed instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/02103702.2022.2149120,teacher_support_test_language,Teacher support in test language,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/02103702.2022.2149120,home_educational_resources,Home educational resources,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/02103702.2022.2149120,ict_resources_available_home,ICT resources available at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,learning_time,Learning time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,UNDREM,"Metacognition (understanding, remembering)",student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,enjoyment_of_reading,Enjoyment of reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,self_concept_reading_competence,Self-concept: reading competence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,perceived_pisa_difficulty,Perceived PISA difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,effort_in_pisa,Effort in PISA,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,mastery_goal_orientation,Mastery goal orientation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,expected_occupational_status,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,fear_of_failure,Fear of failure,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,meaning_in_life,Meaning in life,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,work_mastery,Work mastery,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,resilience,Resilience,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,attitude_towards_school,Attitude towards school,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,fixed_mindset,Fixed mindset,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02103702.2022.2149120,positive_affect,Positive affect,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,CLSIZE,Class size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,CREACTIV,Creative extracurricular activities,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,DURECEC,Early childhood education duration,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,REPEAT,Grade repetition,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.cities.2022.103609,ICTRES,ICT resources at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,TMINS,Learning time per week,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.cities.2022.103609,EMOSUPS,Parental emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1016/j.cities.2022.103609,SCHLTYPE2,School type: private dependent,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,SCHLTYPE1,School type: private independent,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,SCHLTYPE3,School type: public,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,ASSESSMENT,School assessment use,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,EDUSHORT,Educational material shortage,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,STAFFSHORT,Educational staff shortage,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,ADMISSION,admission policy,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,STUBEHA,behavior hindering learning,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,BSMJ,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,SCHABILICLASS,Ability grouping across classes,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,SCHABILICLASSWITHIN,Ability grouping within classes,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,STRATIO,Student-teacher ratio,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,TEACHBEHA,Teacher behavior hindering learning,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,SCHCOMP1,Multiple schools in same area,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,URBAN,Urban school indicator,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,ATTLNACT,Attitude toward learning activities,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,COMPETE,Competitiveness,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,GFOFAIL,Fear of failure,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,JOYREAD,Joy/like reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,MASTGOAL,Mastery goal orientation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,METASPAM,Metacognition: assess credibility,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,METASUM,Metacognition: summarizing,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,UNDREM,"Metacognition (understanding, remembering)",student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,PERCOMP,Perceived competitiveness at school,peer_effects,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.cities.2022.103609,PERCOOP,Perceived cooperation at school,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,RESILIENCE,Resilience,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.cities.2022.103609,WORKMAST,Work mastery,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,AGE,age,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s40647-026-00459-6,GENDER,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s40647-026-00459-6,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s40647-026-00459-6,ICTHOME,ICT resources at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,DURECEC,Early childhood education,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s40647-026-00459-6,EXPECEDU,Expected educational level,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s40647-026-00459-6,BELONG,Sense of belonging,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,FAMSUP,Family support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1007/s40647-026-00459-6,IMMIG,Immigration background,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s40647-026-00459-6,MISCED,Mother’s level of education,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s40647-026-00459-6,MATHPERS,Mathematics proactive behavior,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,MATHEF21,21st century mathematics efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,MATHEFF,Mathematics self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,ANXMATH,Mathematics anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,MATHPSUP,Mathematics perceived support,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,MATHPREF,Mathematics preference,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,MATHEASE,Perception of math as easier,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,MATHMOT,Mathematics motivation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,AVGMATH,Average score in mathematics,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1007/s40647-026-00459-6,AVGREAD,Average score in reading,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1007/s40647-026-00459-6,AVGSCIE,Average score in science,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1007/s40647-026-00459-6,average_score_in_change,Average score in change,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s40647-026-00459-6,relationships,relationships,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,AVGMCQN,Average score in quantity,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1007/s40647-026-00459-6,average_score_in_space,Average score in space,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s40647-026-00459-6,shape,shape,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,average_score_in_uncertainty,Average score in uncertainty,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s40647-026-00459-6,data,data,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40647-026-00459-6,AVGMPEM,Average score in employing concepts,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1007/s40647-026-00459-6,AVGMPFS,Average score in formulating situations,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1177/23328584251331453,rural_region,Rural region (vs urban),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1177/23328584251331453,metropolitan_region,Metropolitan region (vs urban),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1177/23328584251331453,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,year_of_birth,Year of birth,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,hisei,Highest ISEI (HISEI),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/23328584251331453,immigrant_background,Immigrant background,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,single_parent,Single parent household,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,stepparent,Stepparent in household,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,adopted,Adopted child,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,persons_in_household,Persons in household,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/23328584251331453,books_at_home,Books at home,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/23328584251331453,parental_education,Parental education,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/23328584251331453,parental_occupation,Parental occupation,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/23328584251331453,cultural_background,Cultural background,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/23328584251331453,parental_support_behavior,Parental support behavior,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1177/23328584251331453,extracurricular_activities,Extracurricular activities,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,absenteeism,Absenteeism,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,library_usage,Library usage,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,extracurricular_reading,Extracurricular reading,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,reading_self_concept,Reading self-concept,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,cognitive_skills_test,Cognitive skills test,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1177/23328584251331453,special_education_support,Special education support,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1177/23328584251331453,reading_activities_in_class,Reading activities in class,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,classroom_management,Perceived classroom management,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,teacher_support,Perceived teacher support,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/23328584251331453,sense_of_safety,Sense of safety at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,private_tutoring,Private tutoring,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,all_day_activities,Participation in all-day activities,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,computer,Computer,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,internet_use,internet use,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,teacher_gender,Teacher gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,age,age,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/23328584251331453,teacher_education_attainment,Teacher educational attainment,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/23328584251331453,teacher_experience,Teaching experience,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/23328584251331453,phonics_tables_use,Use of phonics tables,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,classroom_disturbances,Classroom disturbances,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1177/23328584251331453,cognitive_activation,Cognitive activation,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,spelling_instruction,Spelling instruction,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,collaborative_teaching,Collaborative teaching,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/23328584251331453,school_spirit,School spirit,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,free_meals,Free meals at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,homework_supervision,Homework supervision,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,computers_available,Computers/e-books available,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1177/23328584251331453,school_support_services,Additional support services,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,inclusion_school,Inclusion school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,immigration_school,Immigration at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,school_profile,School profile,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,teacher_problematic_behavior,Problematic behavior by teachers,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/23328584251331453,teacher_cooperation,Teacher cooperation,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/23328584251331453,principal_experience,Principal experience,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/23328584251331453,school_size,School size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/23328584251331453,class_size,Fourth-grade class size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BSBG11A,Confidence in learning math,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,BSBG09C,Absenteeism frequency,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,BSBM16A,Sense of belonging at school,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,BTBG12B,Teachers ask for explanations,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBG08A,Teacher professional development frequency,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM20C,Technology integration in math lessons,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,BCBG10A,Availability of school library,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BCBG13BA,Shortage of qualified teachers,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BCBG07,Total computers available,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BTBG06B,lack prerequisite knowledge,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM22AG,PD focus on addressing student needs,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM22AF,PD focus on math assessment,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBG12C,Teachers give challenging exercises,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBG09C,Too many teaching hours required,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM15E,Teachers ask to apply learned math,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM18DF,Curriculum coverage of probability,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BTBG12E,Link new knowledge to prior knowledge,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBG13G,Teacher agreement on student motivation,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BCBG15H,need extra time to complete tasks,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,BCBG15D,Class size (students taught),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BTDGLSN,Teaching limited by student needs,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,share_taught_data,Share taught data,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,probability_topics,probability topics,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,BTBM20C,Use of computers/tablets for ideas,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/info16060480,BTBM18BF,Teacher PD recent focus (student needs),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM22AF,PD focused on math assessment,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM18CB,Teacher PD recent focus (assessment),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BTBM22AF,Professional development focused on mathematics assessment,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/info16060480,BCBG13CA,Shortage of specialized science teachers,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BCBG10A,School has a functioning library,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BCBG07,Total number of computers available,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/info16060480,BTBM19CB,correct their own homework,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.19128/turje.1431545,ACBG14B,Emphasis on letter-sound relationships,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.19128/turje.1431545,ACBG14A,Emphasis on alphabet letters,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.19128/turje.1431545,ATBR13E,Borrow books from classroom library,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ACBG14C,Emphasis on reading words,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.19128/turje.1431545,ATBR18A,Observing students as they work,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBR18C,Short regular written assessments,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBR10C,Text-evidence explanation prompts,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBR08A,Teacher reads aloud,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBG12E,Teacher feels proud of work,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ACBG14D,Emphasis on reading isolated sentences,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.19128/turje.1431545,ATBR18B,Asking students questions in class,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBG10G,Parental commitment to readiness,parent_home,peer_reviewed_research,Student Level,Student: SES
10.19128/turje.1431545,ATBG12C,Teacher feels enthusiastic about job,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBR10D,Comparing reading with experiences,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBG07AF,Professional development in reading,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.19128/turje.1431545,ATBR17C,Monitoring homework completion,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09939-z,joy_of_reading,Joy of reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,perception_of_difficulty_pisa_test,Perception of difficulty (PISA test),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,meta_cognition_understanding,Meta-cognition: understanding,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,remembering,remembering,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,self_concept_reading_competence,Self-concept of reading competence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,mastery_goal_orientation,Mastery goal orientation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,self_concept_reading_perceived_difficulty,Self-concept of reading difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,attitude_towards_school_learning_activities,Attitude toward school learning activities,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,competitiveness,Competitiveness,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,effort_given_in_pisa,Effort given in PISA,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,work_mastery,Work mastery,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,general_fear_of_failure,General fear of failure,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,eudaemonia_meaning_in_life,Eudaemonia: meaning in life,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,self_efficacy,Self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,fixed_mindset,Fixed mindset,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,subjective_wellbeing_positive_affect,Positive affect (subjective wellbeing),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09939-z,discriminating_school_climate,Discriminating school climate,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09939-z,teacher_stimulation_reading_engagement,Teacher stimulation of reading engagement,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
